N,M,Max Precision (bits),Min Precision (bits),Network,Layer,Cycles,Memory wait cycles,WBUF Read,WBUF Write,OBUF Read,OBUF Write,IBUF Read,IBUF Write,DRAM Read,DRAM Write,Bandwidth (bits/cycle),WBUF Size (bits),OBUF Size (bits),IBUF Size (bits),Batch size
32,32,16,10,vit_huge,fc88/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc89/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc90/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc91/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc92/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc93/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc94/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc95/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc96/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc97/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc98/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc99/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc100/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc101/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc102/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc103/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc104/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc105/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc106/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc107/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc108/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc109/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc110/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc111/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc112/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc113/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc114/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc115/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc116/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc117/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc118/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc119/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc120/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc121/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc122/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc123/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc124/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc125/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc126/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc127/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc128/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc129/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc130/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc131/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc132/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc133/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc134/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc135/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc136/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc137/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc138/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc139/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc140/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc141/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc142/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc143/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc144/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc145/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc146/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc147/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc148/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc149/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc150/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc151/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc152/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc153/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc154/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc155/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc156/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc157/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc158/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc159/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc160/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc161/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc162/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc163/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc164/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc165/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc166/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc167/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc168/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc169/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc170/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc171/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc172/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc173/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc174/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc175/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc176/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc177/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc178/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc179/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc180/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc181/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc182/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc183/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc184/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc185/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc186/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc187/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc188/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc189/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc190/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc191/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc192/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc193/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc194/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc195/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc196/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc197/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc198/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc199/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc200/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc201/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc202/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc203/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc204/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc205/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc206/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc207/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc208/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc209/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc210/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc211/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc212/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc213/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc214/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc215/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc216/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc217/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc218/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc219/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc220/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc221/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc222/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc223/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc224/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc225/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc226/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc227/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc228/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc229/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc230/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc231/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc232/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc233/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc234/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc235/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc236/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc237/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc238/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc239/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc240/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc241/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc242/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc243/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc244/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc245/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc246/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc247/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc248/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc249/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc250/MatMul,2607,47,39321600,614400,1259520,1228800,39321600,1310720,1925120,30720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc251/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc252/MatMul,2792,232,13107200,204800,419840,409600,13107200,1310720,1515520,10240,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc253/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc254/MatMul,5168,48,83886080,1310720,2686976,2621440,83886080,2621440,3932160,65536,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc255/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,16,10,vit_huge,fc256/MatMul,10261,21,52428800,1638400,1648640,1638400,52428800,5242880,6881280,10240,1024,131072,131072,262144,64
32,32,16,10,opt,fc0/MatMul,3145752,24,25769803776,402653184,1623195648,1610612736,25769803776,805306368,1207959552,12582912,1024,131072,131072,262144,64
32,32,16,10,opt,fc1/MatMul,24624,48,402653184,6291456,12681216,12582912,402653184,12582912,18874368,98304,1024,131072,131072,262144,64
32,32,16,10,opt,fc2/MatMul,1048600,24,8589934592,134217728,541065216,536870912,8589934592,268435456,402653184,4194304,1024,131072,131072,262144,64
32,32,16,10,opt,fc3/MatMul,8224,32,134217728,4194304,4227072,4194304,134217728,4194304,8388608,32768,1024,131072,131072,262144,64
32,32,16,10,opt,fc4/MatMul,4194328,24,34359738368,536870912,2164260864,2147483648,34359738368,1073741824,1610612736,16777216,1024,131072,131072,262144,64
32,32,16,10,opt,fc5/MatMul,32816,48,536870912,16777216,16908288,16777216,536870912,8388608,25165824,131072,1024,131072,131072,262144,64
32,32,16,10,opt,fc6/MatMul,4194320,16,34359738368,1073741824,2151677952,2147483648,34359738368,1073741824,2147483648,4194304,1024,131072,131072,262144,64
32,32,16,10,opt,fc7/MatMul,32800,32,536870912,16777216,16809984,16777216,536870912,16777216,33554432,32768,1024,131072,131072,262144,64
32,32,16,10,opt,fc8/MatMul,3145752,24,25769803776,402653184,1623195648,1610612736,25769803776,805306368,1207959552,12582912,1024,131072,131072,262144,64
32,32,16,10,opt,fc9/MatMul,24624,48,402653184,6291456,12681216,12582912,402653184,12582912,18874368,98304,1024,131072,131072,262144,64
32,32,16,10,opt,fc10/MatMul,1048600,24,8589934592,134217728,541065216,536870912,8589934592,268435456,402653184,4194304,1024,131072,131072,262144,64
32,32,16,10,opt,fc11/MatMul,8224,32,134217728,4194304,4227072,4194304,134217728,4194304,8388608,32768,1024,131072,131072,262144,64
32,32,16,10,opt,fc12/MatMul,4194328,24,34359738368,536870912,2164260864,2147483648,34359738368,1073741824,1610612736,16777216,1024,131072,131072,262144,64
32,32,16,10,opt,fc13/MatMul,32816,48,536870912,16777216,16908288,16777216,536870912,8388608,25165824,131072,1024,131072,131072,262144,64
32,32,16,10,opt,fc14/MatMul,4194320,16,34359738368,1073741824,2151677952,2147483648,34359738368,1073741824,2147483648,4194304,1024,131072,131072,262144,64
32,32,16,10,opt,fc15/MatMul,32800,32,536870912,16777216,16809984,16777216,536870912,16777216,33554432,32768,1024,131072,131072,262144,64
32,32,16,10,opt,fc16/MatMul,3145752,24,25769803776,402653184,1623195648,1610612736,25769803776,805306368,1207959552,12582912,1024,131072,131072,262144,64
32,32,16,10,opt,fc17/MatMul,24624,48,402653184,6291456,12681216,12582912,402653184,12582912,18874368,98304,1024,131072,131072,262144,64
