N,M,Max Precision (bits),Min Precision (bits),Network,Layer,Cycles,Memory wait cycles,WBUF Read,WBUF Write,OBUF Read,OBUF Write,IBUF Read,IBUF Write,DRAM Read,DRAM Write,Bandwidth (bits/cycle),WBUF Size (bits),OBUF Size (bits),IBUF Size (bits),Batch size
32,32,8,4,vit_huge,fc56/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc57/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc58/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc59/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc60/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc61/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc62/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc63/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc64/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc65/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc66/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc67/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc68/MatMul,25952,352,419430400,6553600,27525120,26214400,419430400,327680,6881280,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc69/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc70/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc71/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc72/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc73/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc74/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc75/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc76/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc77/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc78/MatMul,409624,24,3355443200,104857600,424673280,419430400,3355443200,209715200,314572800,5242880,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc79/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc80/MatMul,409616,16,3355443200,104857600,211025920,209715200,3355443200,104857600,209715200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc81/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc82/MatMul,307224,24,2516582400,78643200,318504960,314572800,2516582400,157286400,235929600,3932160,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc83/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
32,32,8,4,vit_huge,fc84/MatMul,102424,24,838860800,26214400,106168320,104857600,838860800,52428800,78643200,1310720,1024,131072,131072,262144,64
